Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/02/2023,02/02/2023,WAY.COM*AIRPORTPARKING,Travel,Sale,-72.64,
01/29/2023,01/30/2023,PAYRANGE MOBILE,Food & Drink,Sale,-25.00,
01/29/2023,01/30/2023,SNACK SODA VENDING,Food & Drink,Sale,-3.75,
01/27/2023,01/29/2023,RED MOUNTAIN MARKET,Groceries,Sale,-12.02,
01/27/2023,01/29/2023,FAMILY DOLLAR #11372,Shopping,Sale,-32.34,
01/26/2023,01/26/2023,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,114.26,
01/26/2023,01/26/2023,Payment Thank You-Mobile,,Payment,611.75,
01/25/2023,01/26/2023,CVS CarePass,Health & Wellness,Sale,-5.49,
01/22/2023,01/22/2023,FSC DOMINICAN MED GTX,Health & Wellness,Sale,-50.00,
01/18/2023,01/19/2023,JTI*TWITCHTV SUB SRVCS,Bills & Utilities,Sale,-4.99,
01/14/2023,01/15/2023,SQ *NOODLE &amp; DUMPLING CO.,Food & Drink,Sale,-5.93,
01/14/2023,01/15/2023,APPLE.COM/BILL,Shopping,Sale,-4.99,
01/14/2023,01/15/2023,HARMONS-SANTA CLARA,Groceries,Sale,-69.52,
01/14/2023,01/15/2023,BANANA BLOSSOM THAI CUIS,Food & Drink,Sale,-20.00,
01/15/2023,01/15/2023,Spotify USA,Bills & Utilities,Sale,-9.99,
01/12/2023,01/13/2023,SNACK SODA VENDING,Food & Drink,Sale,-3.75,
01/10/2023,01/11/2023,Temu.com,Shopping,Sale,-51.54,
01/09/2023,01/10/2023,NATL CNTR COMPETENCY,Education,Sale,-77.00,
01/08/2023,01/09/2023,AMERIPAK,Gas,Sale,-21.40,
01/08/2023,01/09/2023,HERNANDEZ MARKET #2,Groceries,Sale,-12.91,
01/06/2023,01/08/2023,PAYRANGE MOBILE,Food & Drink,Sale,-25.00,
01/04/2023,01/05/2023,PLANNED PARENTHOOD,Health & Wellness,Sale,-41.82,
01/04/2023,01/05/2023,DT PAY BY SPACE,Travel,Sale,-1.25,
01/03/2023,01/04/2023,HERNANDEZ MARKET #2,Groceries,Sale,-5.98,
01/03/2023,01/04/2023,HERNANDEZ MARKET #2,Groceries,Sale,-34.22,
01/02/2023,01/04/2023,IN *MYTHIC GAMES,Shopping,Sale,-14.19,
01/03/2023,01/04/2023,Payment Thank You-Mobile,,Payment,10000.00,
01/03/2023,01/04/2023,THE UPS STORE 1128,Personal,Sale,-17.14,
01/02/2023,01/03/2023,TST* ZACHARY'S RESTAURANT,Food & Drink,Sale,-50.00,
01/02/2023,01/03/2023,ROCKY VISTA UNIVERSITY,Education,Sale,-10000.00,
01/01/2023,01/02/2023,HERNANDEZ MARKET #2,Groceries,Sale,-19.56,
01/01/2023,01/01/2023,Payment Thank You-Mobile,,Payment,256.79,
12/30/2022,01/01/2023,TCB*MTA METER MTA I,Travel,Sale,-9.81,
12/29/2022,01/01/2023,SPEEDWAY 4347,Gas,Sale,-19.90,
12/29/2022,01/01/2023,TACO BELL #026126,Food & Drink,Sale,-5.86,
12/30/2022,01/01/2023,THE LOCAL SHOPPE,Gas,Sale,-35.00,
